model,source,curve,x,y,threshold
LSTM,combined,pr,1.0,0.44788228822882287,1.4537667131307025e-13
LSTM,combined,pr,1.0,0.4479438866730849,1.4557811607671806e-13
LSTM,combined,pr,1.0,0.4480055020632737,1.479236790566732e-13
LSTM,combined,pr,1.0,0.4480671344063833,1.4828582968733767e-13
LSTM,combined,pr,1.0,0.4481287837094111,1.491512669664699e-13
LSTM,combined,pr,1.0,0.44819044997935875,1.5008300320844964e-13
LSTM,combined,pr,1.0,0.4482521332232315,1.5066982763430742e-13
LSTM,combined,pr,1.0,0.44831383344803855,1.516263785535099e-13
LSTM,combined,pr,1.0,0.44837555066079293,1.534394627415031e-13
LSTM,combined,pr,1.0,0.44843728486851164,1.5453793572508395e-13
LSTM,combined,pr,1.0,0.44849903607821534,1.5596015147736897e-13
LSTM,combined,pr,1.0,0.44862258953168044,1.5723164957515134e-13
LSTM,combined,pr,1.0,0.4486843917895027,1.5825641036353033e-13
LSTM,combined,pr,1.0,0.4487462110774318,1.5944531936082362e-13
LSTM,combined,pr,1.0,0.4488080474025079,1.6246299282002968e-13
LSTM,combined,pr,1.0,0.4488699007717751,1.626291739080174e-13
LSTM,combined,pr,1.0,0.44893177119228117,1.6328312400087919e-13
LSTM,combined,pr,1.0,0.44899365867107804,1.648776330308993e-13
LSTM,combined,pr,1.0,0.4490555632152213,1.649622550104618e-13
LSTM,combined,pr,1.0,0.44911748483177055,1.6607699102662993e-13
LSTM,combined,pr,1.0,0.4491794235277893,1.6683579702209822e-13
LSTM,combined,pr,1.0,0.4492413793103448,1.6746033813103134e-13
LSTM,combined,pr,1.0,0.44930335218650846,1.6760989026819856e-13
LSTM,combined,pr,1.0,0.4493653421633554,1.6800517682775962e-13
LSTM,combined,pr,1.0,0.4494273492479647,1.694200877679075e-13
LSTM,combined,pr,1.0,0.44948937344741924,1.694268775840127e-13
LSTM,combined,pr,1.0,0.44955141476880606,1.7036338431555137e-13
LSTM,combined,pr,1.0,0.4496134732192159,1.7288884354097617e-13
LSTM,combined,pr,1.0,0.44973764153548745,1.7296140377136976e-13
LSTM,combined,pr,1.0,0.44979975141555034,1.7343843917473623e-13
LSTM,combined,pr,1.0,0.44986187845303865,1.7706645069441584e-13
LSTM,combined,pr,1.0,0.44992402265506287,1.7718132191459068e-13
LSTM,combined,pr,1.0,0.44998618402873725,1.7764525202419723e-13
LSTM,combined,pr,1.0,0.45004836258118003,1.7831264622399784e-13
LSTM,combined,pr,1.0,0.45017277125086386,1.7839565545282876e-13
LSTM,combined,pr,1.0,0.45023500138236106,1.7909729688875275e-13
LSTM,combined,pr,1.0,0.45029724872113924,1.8326998447483478e-13
LSTM,combined,pr,1.0,0.45035951327433627,1.833430597012603e-13
LSTM,combined,pr,1.0,0.4504217950490942,1.8568125010644254e-13
LSTM,combined,pr,1.0,0.4504840940525588,1.857411116188909e-13
LSTM,combined,pr,1.0,0.4505464102918799,1.8601339544198348e-13
LSTM,combined,pr,1.0,0.4506087437742114,1.922170240900925e-13
LSTM,combined,pr,1.0,0.45067109450671095,1.9347423782425238e-13
LSTM,combined,pr,1.0,0.4507334624965403,1.9471330472455028e-13
LSTM,combined,pr,1.0,0.45079584775086506,1.961843231271243e-13
LSTM,combined,pr,1.0,0.45085825027685494,1.9676217578000477e-13
LSTM,combined,pr,1.0,0.4509206700816835,2.0070727577755493e-13
LSTM,combined,pr,1.0,0.4509831071725284,2.0073713199487975e-13
LSTM,combined,pr,1.0,0.4510455615565711,2.0102871461664257e-13
LSTM,combined,pr,1.0,0.45110803324099724,2.0284707073769948e-13
LSTM,combined,pr,1.0,0.45117052223299625,2.0569512076702018e-13
LSTM,combined,pr,1.0,0.4512330285397617,2.0652578226146995e-13
LSTM,combined,pr,1.0,0.45129555216849104,2.081614638689902e-13
LSTM,combined,pr,1.0,0.4513580931263858,2.0961531121965749e-13
LSTM,combined,pr,1.0,0.4514206514206514,2.136766376900981e-13
LSTM,combined,pr,1.0,0.45148322705849736,2.1535374937313445e-13
LSTM,combined,pr,1.0,0.4515458200471371,2.1648836694664053e-13
LSTM,combined,pr,1.0,0.4516084303937881,2.1667756022573925e-13
LSTM,combined,pr,1.0,0.4516710581056719,2.2317263597033954e-13
LSTM,combined,pr,1.0,0.4517337031900139,2.2387182439884828e-13
LSTM,combined,pr,1.0,0.4517963656540436,2.239081316190994e-13
LSTM,combined,pr,1.0,0.45185904550499445,2.2691333675332187e-13
LSTM,combined,pr,1.0,0.45192174275010405,2.30805202424203e-13
LSTM,combined,pr,1.0,0.4519844573966139,2.342548084764001e-13
LSTM,combined,pr,1.0,0.4520471894517696,2.4072608598331435e-13
LSTM,combined,pr,1.0,0.45210993892282064,2.423542052806815e-13
LSTM,combined,pr,1.0,0.4521727058170207,2.430620266689887e-13
LSTM,combined,pr,1.0,0.45223549014162734,2.4380072071415737e-13
LSTM,combined,pr,1.0,0.45229829190390225,2.4587368816289534e-13
LSTM,combined,pr,1.0,0.4523611111111111,2.4587460973474196e-13
LSTM,combined,pr,1.0,0.4524239477705237,2.473275490660898e-13
LSTM,combined,pr,1.0,0.4524868018894137,2.4801867374094066e-13
LSTM,combined,pr,1.0,0.45254967347505903,2.4845473985471433e-13
LSTM,combined,pr,1.0,0.4526125625347415,2.495408935911103e-13
LSTM,combined,pr,1.0,0.4526754690757471,2.522022846639105e-13
LSTM,combined,pr,1.0,0.45273839310536557,2.535904971255609e-13
LSTM,combined,pr,1.0,0.4528013346308911,2.5798026909162886e-13
LSTM,combined,pr,1.0,0.4528642936596218,2.5902850285704215e-13
LSTM,combined,pr,1.0,0.4529272701988597,2.610735520998386e-13
LSTM,combined,pr,1.0,0.452990264255911,2.613495628678991e-13
LSTM,combined,pr,1.0,0.45311630495269895,2.615310583115732e-13
LSTM,combined,pr,1.0,0.4531793516070683,2.632622310254351e-13
LSTM,combined,pr,1.0,0.45324241580851654,2.6765804741861465e-13
LSTM,combined,pr,1.0,0.4533054975643702,2.6908721561733073e-13
LSTM,combined,pr,1.0,0.4533685968819599,2.691791017514489e-13
LSTM,combined,pr,1.0,0.45343171376862035,2.6980362930785484e-13
LSTM,combined,pr,1.0,0.45349484823169034,2.7807411321495445e-13
LSTM,combined,pr,1.0,0.45355800027851273,2.786666568072721e-13
LSTM,combined,pr,1.0,0.45362116991643453,2.7951623762963174e-13
LSTM,combined,pr,1.0,0.4536843571528068,2.811840387265119e-13
LSTM,combined,pr,1.0,0.45374756199498467,2.8382485706308913e-13
LSTM,combined,pr,1.0,0.4538107844503274,2.8428645613802483e-13
LSTM,combined,pr,1.0,0.45387402452619846,2.846347831909901e-13
LSTM,combined,pr,1.0,0.45393728222996516,2.8477326291347083e-13
LSTM,combined,pr,1.0,0.45400055756899915,2.865418406022835e-13
LSTM,combined,pr,1.0,0.45406385055067616,2.865713580064294e-13
LSTM,combined,pr,1.0,0.4541271611823759,2.867785761466457e-13
LSTM,combined,pr,1.0,0.4541904894714824,2.889407192240706e-13
LSTM,combined,pr,1.0,0.45425383542538356,2.8952163474808834e-13
LSTM,combined,pr,1.0,0.4543171990514716,2.895398493445861e-13
LSTM,combined,pr,1.0,0.45438058035714285,2.9060656875704027e-13
LSTM,combined,pr,1.0,0.4544439793497977,2.913102430720377e-13
LSTM,combined,pr,1.0,0.45450739603684065,2.916365879259558e-13
LSTM,combined,pr,1.0,0.4545708304256804,2.9406186687064295e-13
LSTM,combined,pr,1.0,0.4546342825237298,2.9464069530547865e-13
LSTM,combined,pr,1.0,0.4547612398771293,2.9485658706307483e-13
LSTM,combined,pr,1.0,0.4548247451473258,2.968915532256672e-13
LSTM,combined,pr,1.0,0.4548882681564246,2.976876828809233e-13
LSTM,combined,pr,1.0,0.4549518089118592,2.980302636623744e-13
LSTM,combined,pr,1.0,0.45501536742106735,3.0088437167133386e-13
LSTM,combined,pr,1.0,0.4550789436914908,3.02120768723782e-13
LSTM,combined,pr,1.0,0.4551425377305757,3.0252211326298184e-13
LSTM,combined,pr,1.0,0.4552061495457722,3.0283788714571824e-13
LSTM,combined,pr,1.0,0.45526977914453454,3.029956385618149e-13
LSTM,combined,pr,1.0,0.45533342653432124,3.044787187135578e-13
LSTM,combined,pr,1.0,0.45539709172259507,3.0692882588799486e-13
LSTM,combined,pr,1.0,0.45546077471682284,3.071718769100118e-13
LSTM,combined,pr,1.0,0.4555244755244755,3.096029021262131e-13
LSTM,combined,pr,1.0,0.45558819415302837,3.1166771095360313e-13
LSTM,combined,pr,1.0,0.45565193060996084,3.1182410711698416e-13
LSTM,combined,pr,1.0,0.4557156849027564,3.1407201058625267e-13
LSTM,combined,pr,1.0,0.4557794570389029,3.163898450956465e-13
LSTM,combined,pr,1.0,0.45584324702589224,3.1840578351011173e-13
LSTM,combined,pr,1.0,0.45590705487122063,3.184428361193564e-13
LSTM,combined,pr,1.0,0.4559708805823883,3.2202081170877583e-13
LSTM,combined,pr,1.0,0.45603472416690005,3.221031297587218e-13
LSTM,combined,pr,1.0,0.4560985856322644,3.2256546067012393e-13
LSTM,combined,pr,1.0,0.4561624649859944,3.229834748177257e-13
LSTM,combined,pr,1.0,0.45622636223560725,3.2480406710576337e-13
LSTM,combined,pr,1.0,0.45629027738862427,3.2851995321152294e-13
LSTM,combined,pr,1.0,0.45635421045257113,3.289676473935965e-13
LSTM,combined,pr,1.0,0.4564181614349776,3.292507596858868e-13
LSTM,combined,pr,1.0,0.4564821303433777,3.3000585228891433e-13
LSTM,combined,pr,1.0,0.4565461171853098,3.313751725277092e-13
LSTM,combined,pr,1.0,0.4566101219683163,3.329387546907592e-13
LSTM,combined,pr,1.0,0.45667414469994394,3.3300036447921066e-13
LSTM,combined,pr,1.0,0.45673818538774363,3.3393914803531155e-13
LSTM,combined,pr,1.0,0.45680224403927067,3.3523143570975134e-13
LSTM,combined,pr,1.0,0.45686632066208444,3.359707802762235e-13
LSTM,combined,pr,1.0,0.4569304152637486,3.366250420772099e-13
LSTM,combined,pr,1.0,0.4569945278518311,3.3674191907140383e-13
LSTM,combined,pr,1.0,0.45705865843390403,3.372175314594189e-13
LSTM,combined,pr,1.0,0.4571228070175439,3.3936230019702973e-13
LSTM,combined,pr,1.0,0.4571869736103313,3.414164838431294e-13
LSTM,combined,pr,1.0,0.4572511582198512,3.4159887375359577e-13
LSTM,combined,pr,1.0,0.4573795815194495,3.4172138859908663e-13
LSTM,combined,pr,1.0,0.4574438202247191,3.4304118790365323e-13
LSTM,combined,pr,1.0,0.45750807697710355,3.4634022537914644e-13
LSTM,combined,pr,1.0,0.4575723517842091,3.465087103967507e-13
LSTM,combined,pr,1.0,0.4576366446536462,3.477262694364519e-13
LSTM,combined,pr,1.0,0.4577009555930298,3.481250932056007e-13
LSTM,combined,pr,1.0,0.4577652846099789,3.4877976158240176e-13
LSTM,combined,pr,1.0,0.45782963171211694,3.5022164205159023e-13
LSTM,combined,pr,1.0,0.45789399690707155,3.5046355466132606e-13
LSTM,combined,pr,1.0,0.4579583802024747,3.5164132348129706e-13
LSTM,combined,pr,1.0,0.4580227816059626,3.5479025316600965e-13
LSTM,combined,pr,1.0,0.4580872011251758,3.58139407886926e-13
LSTM,combined,pr,1.0,0.45815163876775916,3.602942054946323e-13
LSTM,combined,pr,1.0,0.45821609454136186,3.6029697021017215e-13
LSTM,combined,pr,1.0,0.45828056845363724,3.616188294988665e-13
LSTM,combined,pr,1.0,0.4584095707248417,3.6459686181614104e-13
LSTM,combined,pr,1.0,0.4584740990990991,3.678196798789085e-13
LSTM,combined,pr,1.0,0.4585386456426862,3.685605694334765e-13
